Slice,Iteration,Step,Throughput,Latency,PacketLoss,txPower,channelWidth
eMBB,5,10,91.33333333333333,6980.266666666667,6445.5,15,80
eMBB,5,11,91.33333333333333,7755.866666666667,6445.5,15,80
eMBB,5,12,91.33333333333333,8531.466666666667,6445.5,15,80
eMBB,5,13,91.33333333333333,9307.033333333333,6445.5,15,80
eMBB,5,14,91.33333333333333,10082.65,6445.5,15,80
eMBB,5,15,91.33333333333333,10858.233333333334,6445.5,15,80
eMBB,5,16,91.33333333333333,11633.833333333332,6445.5,15,80
eMBB,5,17,91.33333333333333,12409.433333333332,6445.5,15,80
eMBB,5,18,91.33333333333333,13185.016666666666,6445.5,15,80
eMBB,5,19,91.33333333333333,13960.583333333334,6445.5,15,80
eMBB,5,20,91.33333333333333,13960.583333333334,6445.5,15,80
eMBB,6,1,90.33333333333333,0.0,0.0,15,20
eMBB,6,2,90.33333333333333,767.0666666666667,846.6666666666666,15,40
eMBB,6,3,90.33333333333333,1534.15,2221.1666666666665,15,80
eMBB,6,4,90.33333333333333,2301.2833333333333,4993.5,15,80
eMBB,6,5,90.33333333333333,3068.35,5638.166666666667,15,80
eMBB,6,6,90.33333333333333,3835.45,5953.666666666667,15,80
eMBB,6,7,90.33333333333333,4602.566666666667,5953.666666666667,15,80
eMBB,6,8,90.33333333333333,5369.65,6218.166666666667,15,80
eMBB,6,9,90.33333333333333,6136.733333333334,6218.166666666667,15,80
eMBB,6,10,90.33333333333333,6903.85,6218.166666666667,15,80
eMBB,6,11,90.33333333333333,7670.9333333333325,6218.166666666667,15,80
eMBB,6,12,90.33333333333333,8438.05,6218.166666666667,15,80
eMBB,6,13,90.33333333333333,9205.166666666668,6218.166666666667,15,80
eMBB,6,14,90.33333333333333,9972.233333333334,6218.166666666667,15,80
eMBB,6,15,90.33333333333333,10739.35,6218.166666666667,15,80
eMBB,6,16,90.33333333333333,11506.45,6218.166666666667,15,80
eMBB,6,17,90.33333333333333,12273.533333333333,6218.166666666667,15,80
eMBB,6,18,90.33333333333333,13040.633333333333,6218.166666666667,15,80
eMBB,6,19,90.33333333333333,13807.733333333334,6218.166666666667,15,80
eMBB,6,20,90.33333333333333,13807.733333333334,6218.166666666667,15,80
eMBB,7,1,88.0,0.0,0.0,15,20
eMBB,7,2,88.0,747.2333333333333,860.0,15,40
eMBB,7,3,88.0,1494.5,1803.3333333333333,15,80
eMBB,7,4,88.0,2241.8,2668.3333333333335,15,80
eMBB,7,5,88.0,2989.0666666666666,4048.0,15,80
eMBB,7,6,88.0,3736.35,4597.666666666667,15,80
eMBB,7,7,88.0,4483.666666666666,4687.166666666667,15,80
eMBB,7,8,88.0,5230.95,4687.166666666667,15,80
eMBB,7,9,88.0,5978.216666666666,4687.166666666667,15,80
eMBB,7,10,88.0,6725.516666666667,4687.166666666667,15,80
eMBB,7,11,88.0,7472.783333333333,4687.166666666667,15,80
eMBB,7,12,88.0,8220.083333333332,4687.166666666667,15,80
eMBB,7,13,88.0,8967.383333333333,4687.166666666667,15,80
eMBB,7,14,88.0,9714.666666666668,4687.166666666667,15,80
eMBB,7,15,88.0,10461.933333333332,4687.166666666667,15,80
eMBB,7,16,88.0,11209.216666666667,4687.166666666667,15,80
eMBB,7,17,88.0,11956.483333333334,4687.166666666667,15,80
eMBB,7,18,88.0,12703.783333333333,4687.166666666667,15,80
eMBB,7,19,88.0,13451.083333333334,4687.166666666667,15,80
eMBB,7,20,88.0,13451.083333333334,4687.166666666667,15,80
eMBB,8,1,95.66666666666667,0.0,0.0,15,20
eMBB,8,2,95.66666666666667,812.3333333333333,869.3333333333334,15,40
eMBB,8,3,95.66666666666667,1624.7166666666667,1295.5,15,80
eMBB,8,4,95.66666666666667,2437.116666666667,2422.3333333333335,15,80
eMBB,8,5,95.66666666666667,3249.483333333333,2841.8333333333335,15,80
eMBB,8,6,95.66666666666667,4061.9,3057.6666666666665,15,80
eMBB,8,7,95.66666666666667,4874.283333333334,4331.666666666667,15,80
eMBB,8,8,95.66666666666667,5686.65,4637.166666666667,15,80
eMBB,8,9,95.66666666666667,6499.033333333334,8381.166666666666,15,80
eMBB,8,10,95.66666666666667,7311.4333333333325,9714.333333333334,15,80
eMBB,8,11,95.66666666666667,8123.8166666666675,10249.0,15,80
eMBB,8,12,95.66666666666667,8936.233333333334,11668.5,15,80
eMBB,8,13,95.66666666666667,9748.616666666667,13297.0,15,80
eMBB,8,14,95.66666666666667,10561.0,13599.5,15,80
eMBB,8,15,95.66666666666667,11373.383333333333,14824.0,15,80
eMBB,8,16,95.66666666666667,12185.783333333333,14824.0,15,80
eMBB,8,17,95.66666666666667,12998.166666666668,14824.0,15,80
eMBB,8,18,95.66666666666667,13810.55,14824.0,15,80
eMBB,8,19,95.66666666666667,14622.933333333334,14824.0,15,80
eMBB,8,20,95.66666666666667,14622.933333333334,14824.0,15,80
eMBB,9,1,89.83333333333333,0.0,0.0,15,20
eMBB,9,2,89.83333333333333,762.8,857.5,15,40
eMBB,9,3,89.83333333333333,1525.6166666666666,1839.8333333333333,15,80
eMBB,9,4,89.83333333333333,2288.516666666667,3728.6666666666665,15,80
eMBB,9,5,89.83333333333333,3051.333333333333,3728.6666666666665,15,80
eMBB,9,6,89.83333333333333,3814.2166666666662,3728.6666666666665,15,80
eMBB,9,7,89.83333333333333,4577.05,6061.666666666667,15,80
eMBB,9,8,89.83333333333333,5339.916666666666,6848.5,15,80
eMBB,9,9,89.83333333333333,6102.733333333334,7439.333333333333,15,80
eMBB,9,10,89.83333333333333,6865.633333333333,7439.333333333333,15,80
eMBB,9,11,89.83333333333333,7628.45,7439.333333333333,15,80
eMBB,9,12,89.83333333333333,8391.35,7439.333333333333,15,80
eMBB,9,13,89.83333333333333,9154.166666666668,7439.333333333333,15,80
eMBB,9,14,89.83333333333333,9917.016666666666,7439.333333333333,15,80
eMBB,9,15,89.83333333333333,10679.866666666667,7439.333333333333,15,80
eMBB,9,16,89.83333333333333,11442.733333333334,7439.333333333333,15,80
eMBB,9,17,89.83333333333333,12205.566666666668,7439.333333333333,15,80
eMBB,9,18,89.83333333333333,12968.45,7439.333333333333,15,80
eMBB,9,19,89.83333333333333,13731.283333333335,7439.333333333333,15,80
eMBB,9,20,89.83333333333333,13731.283333333335,7439.333333333333,15,80
eMBB,10,1,93.5,0.0,0.0,15,20
eMBB,10,2,93.5,793.9166666666667,869.3333333333334,15,40
eMBB,10,3,93.5,1587.9166666666665,1942.1666666666667,15,80
eMBB,10,4,93.5,2381.916666666667,3242.8333333333335,15,80
eMBB,10,5,93.5,3175.9,6019.333333333333,15,80
eMBB,10,6,93.5,3969.9,8363.0,15,80
eMBB,10,7,93.5,4763.9,8969.0,15,80
eMBB,10,8,93.5,5557.866666666667,9521.0,15,80
eMBB,10,9,93.5,6351.866666666667,9937.833333333334,15,80
eMBB,10,10,93.5,7145.866666666667,9937.833333333334,15,80
eMBB,10,11,93.5,7939.85,9937.833333333334,15,80
eMBB,10,12,93.5,8733.85,9937.833333333334,15,80
eMBB,10,13,93.5,9527.85,9937.833333333334,15,80
eMBB,10,14,93.5,10321.816666666668,9937.833333333334,15,80
eMBB,10,15,93.5,11115.8,9937.833333333334,15,80
eMBB,10,16,93.5,11909.8,9937.833333333334,15,80
eMBB,10,17,93.5,12703.8,9937.833333333334,15,80
eMBB,10,18,93.5,13497.783333333335,9937.833333333334,15,80
eMBB,10,19,93.5,14291.783333333335,9937.833333333334,15,80
eMBB,10,20,93.5,14291.783333333335,9937.833333333334,15,80
mMTC,1,1,40.7,0.0,0.0,14,20
mMTC,1,2,40.7,0.29,2.9,13,20
mMTC,1,3,40.7,0.64,4.0,12,20
mMTC,1,4,40.7,0.9800000000000001,7.4,11,20
mMTC,1,5,40.7,1.33,10.5,10,20
mMTC,1,6,40.7,1.69,13.8,9,20
mMTC,1,7,40.7,2.02,16.7,8,20
mMTC,1,8,40.7,2.37,20.1,7,20
mMTC,1,9,40.7,2.7199999999999998,23.6,6,20
mMTC,1,10,40.7,3.08,27.2,5,20
mMTC,1,11,40.7,3.4200000000000004,30.5,5,20
mMTC,1,12,40.7,3.7399999999999998,33.3,5,20
mMTC,1,13,40.7,4.07,35.8,5,20
mMTC,1,14,40.7,4.43,39.2,5,20
mMTC,1,15,40.7,4.79,42.5,5,20
mMTC,1,16,40.7,5.14,45.3,5,20
mMTC,1,17,40.7,5.4799999999999995,48.7,5,20
mMTC,1,18,40.7,5.8100000000000005,52.0,5,20
mMTC,1,19,40.7,6.18,53.8,5,20
mMTC,1,20,40.7,6.18,53.8,5,20
mMTC,2,1,39.0,0.0,0.0,14,20
mMTC,2,2,39.0,0.27999999999999997,2.8,13,20
mMTC,2,3,39.0,0.61,6.0,12,20
mMTC,2,4,39.0,0.9400000000000001,8.9,11,20
mMTC,2,5,39.0,1.26,9.3,10,20
mMTC,2,6,39.0,1.6,12.5,9,20
mMTC,2,7,39.0,1.9300000000000002,15.8,8,20
mMTC,2,8,39.0,2.27,19.2,7,20
mMTC,2,9,39.0,2.59,22.3,6,20
mMTC,2,10,39.0,2.93,25.4,5,20
mMTC,2,11,39.0,3.2700000000000005,28.5,5,20
mMTC,2,12,39.0,3.5799999999999996,31.6,5,20
mMTC,2,13,39.0,3.9,34.7,5,20
mMTC,2,14,39.0,4.24,35.0,5,20
mMTC,2,15,39.0,4.58,37.7,5,20
mMTC,2,16,39.0,4.91,40.9,5,20
mMTC,2,17,39.0,5.2299999999999995,44.1,5,20
mMTC,2,18,39.0,5.57,47.4,5,20
mMTC,2,19,39.0,5.92,50.8,5,20
mMTC,2,20,39.0,5.92,50.8,5,20
mMTC,3,1,36.6,0.0,0.0,14,20
mMTC,3,2,36.6,0.25,2.5,13,20
mMTC,3,3,36.6,0.5700000000000001,5.7,12,20
mMTC,3,4,36.6,0.8800000000000001,8.8,11,20
mMTC,3,5,36.6,1.19,11.9,10,20
mMTC,3,6,36.6,1.51,15.1,9,20
mMTC,3,7,36.6,1.8,18.0,8,20
mMTC,3,8,36.6,2.13,21.3,7,20
mMTC,3,9,36.6,2.45,22.5,6,20
mMTC,3,10,36.6,2.7399999999999998,23.6,5,20
mMTC,3,11,36.6,3.06,26.7,5,20
mMTC,3,12,36.6,3.35,29.6,5,20
mMTC,3,13,36.6,3.66,32.7,5,20
mMTC,3,14,36.6,3.9899999999999998,36.0,5,20
mMTC,3,15,36.6,4.3,39.1,5,20
mMTC,3,16,36.6,4.63,39.4,5,20
mMTC,3,17,36.6,4.92,42.2,5,20
mMTC,3,18,36.6,5.2299999999999995,45.0,5,20
mMTC,3,19,36.6,5.54,47.7,5,20
mMTC,3,20,36.6,5.54,47.7,5,20
mMTC,4,1,40.5,0.0,0.0,14,20
mMTC,4,2,40.5,0.29,2.9,13,20
mMTC,4,3,40.5,0.64,6.3,12,20
mMTC,4,4,40.5,0.96,6.3,11,20
mMTC,4,5,40.5,1.3199999999999998,9.8,10,20
mMTC,4,6,40.5,1.6800000000000002,12.9,9,20
mMTC,4,7,40.5,1.9899999999999998,14.0,8,20
mMTC,4,8,40.5,2.35,17.1,7,20
mMTC,4,9,40.5,2.7,20.6,6,20
mMTC,4,10,40.5,3.0300000000000002,23.9,5,20
mMTC,4,11,40.5,3.3899999999999997,27.5,5,20
mMTC,4,12,40.5,3.7299999999999995,30.9,5,20
mMTC,4,13,40.5,4.05,34.1,5,20
mMTC,4,14,40.5,4.43,37.9,5,20
mMTC,4,15,40.5,4.7700000000000005,37.9,5,20
mMTC,4,16,40.5,5.11,38.2,5,20
mMTC,4,17,40.5,5.4399999999999995,38.9,5,20
mMTC,4,18,40.5,5.8100000000000005,41.5,5,20
mMTC,4,19,40.5,6.13,41.5,5,20
mMTC,4,20,40.5,6.13,41.5,5,20
mMTC,5,1,39.2,0.0,0.0,14,20
mMTC,5,2,39.2,0.27999999999999997,2.8,13,20
mMTC,5,3,39.2,0.63,5.9,12,20
mMTC,5,4,39.2,0.95,7.4,11,20
mMTC,5,5,39.2,1.28,10.2,10,20
mMTC,5,6,39.2,1.6,12.9,9,20
mMTC,5,7,39.2,1.94,14.9,8,20
mMTC,5,8,39.2,2.27,17.7,7,20
mMTC,5,9,39.2,2.62,20.3,6,20
mMTC,5,10,39.2,2.95,23.1,5,20
mMTC,5,11,39.2,3.28,25.8,5,20
mMTC,5,12,39.2,3.62,28.7,5,20
mMTC,5,13,39.2,3.9200000000000004,30.5,5,20
mMTC,5,14,39.2,4.29,33.6,5,20
mMTC,5,15,39.2,4.6,35.8,5,20
mMTC,5,16,39.2,4.95,37.4,5,20
mMTC,5,17,39.2,5.29,39.7,5,20
mMTC,5,18,39.2,5.6,40.7,5,20
mMTC,5,19,39.2,5.9399999999999995,43.3,5,20
mMTC,5,20,39.2,5.9399999999999995,43.3,5,20
mMTC,6,1,38.9,0.0,0.0,14,20
mMTC,6,2,38.9,0.26,2.6,13,20
mMTC,6,3,38.9,0.6,5.9,12,20
mMTC,6,4,38.9,0.9199999999999999,9.0,11,20
mMTC,6,5,38.9,1.26,12.3,10,20
mMTC,6,6,38.9,1.6,15.6,9,20
mMTC,6,7,38.9,1.9100000000000001,16.9,8,20
mMTC,6,8,38.9,2.2399999999999998,19.9,7,20
mMTC,6,9,38.9,2.59,23.0,6,20
mMTC,6,10,38.9,2.91,25.9,5,20
mMTC,6,11,38.9,3.25,29.0,5,20
mMTC,6,12,38.9,3.5799999999999996,32.0,5,20
mMTC,6,13,38.9,3.8899999999999997,34.8,5,20
mMTC,6,14,38.9,4.24,38.0,5,20
mMTC,6,15,38.9,4.57,38.9,5,20
mMTC,6,16,38.9,4.91,41.9,5,20
mMTC,6,17,38.9,5.2299999999999995,44.9,5,20
mMTC,6,18,38.9,5.57,48.3,5,20
mMTC,6,19,38.9,5.88,51.3,5,20
mMTC,6,20,38.9,5.88,51.3,5,20
mMTC,7,1,40.8,0.0,0.0,14,20
mMTC,7,2,40.8,0.3,3.0,13,20
mMTC,7,3,40.8,0.65,6.4,12,20
mMTC,7,4,40.8,0.99,9.8,11,20
mMTC,7,5,40.8,1.34,12.3,10,20
mMTC,7,6,40.8,1.6800000000000002,14.7,9,20
mMTC,7,7,40.8,2.0,17.3,8,20
mMTC,7,8,40.8,2.3600000000000003,21.1,7,20
mMTC,7,9,40.8,2.73,24.6,6,20
mMTC,7,10,40.8,3.08,28.1,5,20
mMTC,7,11,40.8,3.4200000000000004,30.6,5,20
mMTC,7,12,40.8,3.75,31.0,5,20
mMTC,7,13,40.8,4.08,32.9,5,20
mMTC,7,14,40.8,4.45,34.6,5,20
mMTC,7,15,40.8,4.8,37.8,5,20
mMTC,7,16,40.8,5.17,41.3,5,20
mMTC,7,17,40.8,5.5,41.5,5,20
mMTC,7,18,40.8,5.83,44.5,5,20
mMTC,7,19,40.8,6.18,45.3,5,20
mMTC,7,20,40.8,6.18,45.3,5,20
mMTC,8,1,38.7,0.0,0.0,14,20
mMTC,8,2,38.7,0.27999999999999997,2.8,13,20
mMTC,8,3,38.7,0.6,2.8,12,20
mMTC,8,4,38.7,0.93,5.6,11,20
mMTC,8,5,38.7,1.26,6.2,10,20
mMTC,8,6,38.7,1.6,6.2,9,20
mMTC,8,7,38.7,1.9100000000000001,8.9,8,20
mMTC,8,8,38.7,2.2399999999999998,9.3,7,20
mMTC,8,9,38.7,2.58,12.6,6,20
mMTC,8,10,38.7,2.91,13.0,5,20
mMTC,8,11,38.7,3.2399999999999998,15.9,5,20
mMTC,8,12,38.7,3.55,18.9,5,20
mMTC,8,13,38.7,3.87,22.1,5,20
mMTC,8,14,38.7,4.220000000000001,25.5,5,20
mMTC,8,15,38.7,4.55,25.9,5,20
mMTC,8,16,38.7,4.88,25.9,5,20
mMTC,8,17,38.7,5.1899999999999995,28.4,5,20
mMTC,8,18,38.7,5.529999999999999,31.7,5,20
mMTC,8,19,38.7,5.87,32.5,5,20
mMTC,8,20,38.7,5.87,32.5,5,20
mMTC,9,1,40.3,0.0,0.0,14,20
mMTC,9,2,40.3,0.27999999999999997,2.8,13,20
mMTC,9,3,40.3,0.63,6.3,12,20
mMTC,9,4,40.3,0.97,9.7,11,20
mMTC,9,5,40.3,1.3,10.3,10,20
mMTC,9,6,40.3,1.6600000000000001,10.4,9,20
mMTC,9,7,40.3,1.9899999999999998,11.3,8,20
mMTC,9,8,40.3,2.34,14.6,7,20
mMTC,9,9,40.3,2.67,16.9,6,20
mMTC,9,10,40.3,3.0300000000000002,16.9,5,20
mMTC,9,11,40.3,3.37,19.6,5,20
mMTC,9,12,40.3,3.7399999999999998,23.0,5,20
mMTC,9,13,40.3,4.029999999999999,25.7,5,20
mMTC,9,14,40.3,4.4,29.1,5,20
mMTC,9,15,40.3,4.74,29.1,5,20
mMTC,9,16,40.3,5.1,32.4,5,20
mMTC,9,17,40.3,5.42,35.4,5,20
mMTC,9,18,40.3,5.7700000000000005,35.4,5,20
mMTC,9,19,40.3,6.11,38.2,5,20
mMTC,9,20,40.3,6.11,38.2,5,20
mMTC,10,1,40.1,0.0,0.0,14,20
mMTC,10,2,40.1,0.29,2.9,13,20
mMTC,10,3,40.1,0.63,5.1,12,20
mMTC,10,4,40.1,0.96,8.0,11,20
mMTC,10,5,40.1,1.29,10.9,10,20
mMTC,10,6,40.1,1.6600000000000001,14.1,9,20
mMTC,10,7,40.1,1.97,16.9,8,20
mMTC,10,8,40.1,2.32,19.7,7,20
mMTC,10,9,40.1,2.67,22.6,6,20
mMTC,10,10,40.1,3.02,24.3,5,20
mMTC,10,11,40.1,3.3600000000000003,24.3,5,20
mMTC,10,12,40.1,3.7,27.3,5,20
mMTC,10,13,40.1,4.01,30.1,5,20
mMTC,10,14,40.1,4.37,33.3,5,20
mMTC,10,15,40.1,4.71,36.3,5,20
mMTC,10,16,40.1,5.07,39.3,5,20
mMTC,10,17,40.1,5.4,42.2,5,20
mMTC,10,18,40.1,5.74,45.3,5,20
mMTC,10,19,40.1,6.08,48.3,5,20
mMTC,10,20,40.1,6.08,48.3,5,20
URLLC,1,1,34.5,0.0,0.0,15,20
URLLC,1,2,34.5,292.95,2572.5,20,40
URLLC,1,3,34.5,585.9,4095.5,20,80
URLLC,1,4,34.5,878.85,4095.5,20,80
URLLC,1,5,34.5,1171.85,4095.5,20,80
URLLC,1,6,34.5,1464.8,4096.5,20,80
URLLC,1,7,34.5,1757.75,4096.5,20,80
URLLC,1,8,34.5,2050.75,4096.5,20,80
URLLC,1,9,34.5,2343.7,4096.5,20,80
URLLC,1,10,34.5,2636.65,4096.5,20,80
URLLC,1,11,34.5,2929.65,4096.5,20,80
URLLC,1,12,34.5,3222.6,4096.5,20,80
URLLC,1,13,34.5,3515.55,4096.5,20,80
URLLC,1,14,34.5,3808.55,4096.5,20,80
URLLC,1,15,34.5,4101.5,4096.5,20,80
URLLC,1,16,34.5,4394.45,4096.5,20,80
URLLC,1,17,34.5,4687.5,4096.5,20,80
URLLC,1,18,34.5,4980.45,4096.5,20,80
URLLC,1,19,34.5,5273.4,4096.5,20,80
URLLC,1,20,34.5,5273.4,4096.5,20,80
URLLC,2,1,30.5,0.0,0.0,15,20
URLLC,2,2,30.5,258.95,2526.5,20,40
URLLC,2,3,30.5,517.95,2624.5,20,80
URLLC,2,4,30.5,776.95,2624.5,20,80
URLLC,2,5,30.5,1035.95,2624.5,20,80
URLLC,2,6,30.5,1294.95,2624.5,20,80
URLLC,2,7,30.5,1553.95,2624.5,20,80
URLLC,2,8,30.5,1812.95,2624.5,20,80
URLLC,2,9,30.5,2072.0,2624.5,20,80
URLLC,2,10,30.5,2331.0,2624.5,20,80
URLLC,2,11,30.5,2590.0,2624.5,20,80
URLLC,2,12,30.5,2849.0,2624.5,20,80
URLLC,2,13,30.5,3107.95,2624.5,20,80
URLLC,2,14,30.5,3366.95,2624.5,20,80
URLLC,2,15,30.5,3625.95,2624.5,20,80
URLLC,2,16,30.5,3884.95,2624.5,20,80
URLLC,2,17,30.5,4144.0,2624.5,20,80
URLLC,2,18,30.5,4403.0,2624.5,20,80
URLLC,2,19,30.5,4662.0,2624.5,20,80
URLLC,2,20,30.5,4662.0,2624.5,20,80
URLLC,3,1,35.5,0.0,0.0,15,20
URLLC,3,2,35.5,301.4,2582.0,20,40
URLLC,3,3,35.5,602.85,4225.0,20,80
URLLC,3,4,35.5,904.35,4298.0,20,80
URLLC,3,5,35.5,1205.8,5562.5,20,80
URLLC,3,6,35.5,1507.25,7215.5,20,80
URLLC,3,7,35.5,1808.7,8433.5,20,80
URLLC,3,8,35.5,2110.15,10098.5,20,80
URLLC,3,9,35.5,2411.65,10098.5,20,80
URLLC,3,10,35.5,2713.1,10098.5,20,80
URLLC,3,11,35.5,3014.55,10098.5,20,80
URLLC,3,12,35.5,3316.05,10098.5,20,80
URLLC,3,13,35.5,3617.45,10098.5,20,80
URLLC,3,14,35.5,3918.95,10098.5,20,80
URLLC,3,15,35.5,4220.4,10098.5,20,80
URLLC,3,16,35.5,4521.85,10098.5,20,80
URLLC,3,17,35.5,4823.35,10098.5,20,80
URLLC,3,18,35.5,5124.8,10098.5,20,80
URLLC,3,19,35.5,5426.25,10098.5,20,80
URLLC,3,20,35.5,5426.25,10098.5,20,80
URLLC,4,1,36.5,0.0,0.0,15,20
URLLC,4,2,36.5,309.9,2589.5,20,40
URLLC,4,3,36.5,619.85,3999.5,20,80
URLLC,4,4,36.5,929.8,5394.5,20,80
URLLC,4,5,36.5,1239.75,6789.0,20,80
URLLC,4,6,36.5,1549.7,6789.0,20,80
URLLC,4,7,36.5,1859.65,6789.0,20,80
URLLC,4,8,36.5,2169.65,6789.0,20,80
