Iteration,Step,Throughput,Latency,PacketLoss,txPower,channelWidth
5,20,55.611111111111114,5166.333333333334,3089.4444444444443,15,20
6,1,57.77777777777778,0.0,0.0,15,20
6,2,57.77777777777778,298.2888888888889,576.1111111111111,15,20
6,3,57.77777777777778,596.6444444444444,800.7222222222222,15,20
6,4,57.77777777777778,895.0055555555555,1236.0,15,20
6,5,57.77777777777778,1193.3444444444444,1859.2777777777778,15,20
6,6,57.77777777777778,1491.7,1861.1666666666667,15,20
6,7,57.77777777777778,1790.061111111111,1863.0,15,20
6,8,57.77777777777778,2088.4055555555556,1865.0,15,20
6,9,57.77777777777778,2386.75,1866.888888888889,15,20
6,10,57.77777777777778,2685.1055555555554,1867.7222222222222,15,20
6,11,57.77777777777778,2983.4555555555553,1869.5,15,20
6,12,57.77777777777778,3281.811111111111,1871.388888888889,15,20
6,13,57.77777777777778,3580.1555555555556,1871.611111111111,15,20
6,14,57.77777777777778,3878.5277777777783,1873.2777777777778,15,20
6,15,57.77777777777778,4176.861111111111,1874.0,15,20
6,16,57.77777777777778,4475.216666666666,1874.5,15,20
6,17,57.77777777777778,4773.561111111111,1875.2777777777778,15,20
6,18,57.77777777777778,5071.916666666666,1876.1666666666667,15,20
6,19,57.77777777777778,5370.272222222222,1877.111111111111,15,20
6,20,57.77777777777778,5370.272222222222,1877.111111111111,15,20
7,1,55.5,0.0,0.0,15,20
7,2,55.5,278.94444444444446,573.5,15,20
7,3,55.5,557.95,1269.2222222222222,15,20
7,4,55.5,836.9666666666666,1816.5,15,20
7,5,55.5,1115.9722222222222,2443.6111111111113,15,20
7,6,55.5,1394.9944444444445,2445.5555555555557,15,20
7,7,55.5,1673.988888888889,2480.222222222222,15,20
7,8,55.5,1953.0,2482.1666666666665,15,20
7,9,55.5,2232.0055555555555,2484.1111111111113,15,20
7,10,55.5,2511.0388888888892,2486.222222222222,15,20
7,11,55.5,2790.0333333333333,2488.0,15,20
7,12,55.5,3069.05,2489.9444444444443,15,20
7,13,55.5,3348.0388888888892,2491.722222222222,15,20
7,14,55.5,3627.0666666666666,2493.8333333333335,15,20
7,15,55.5,3906.0555555555557,2493.8333333333335,15,20
7,16,55.5,4185.088888888889,2495.9444444444443,15,20
7,17,55.5,4464.083333333334,2497.777777777778,15,20
7,18,55.5,4743.1,2498.1111111111113,15,20
7,19,55.5,5022.105555555556,2500.0555555555557,15,20
7,20,55.5,5022.105555555556,2500.0555555555557,15,20
8,1,58.166666666666664,0.0,0.0,15,20
8,2,58.166666666666664,282.76666666666665,521.5555555555555,15,20
8,3,58.166666666666664,565.5611111111111,523.6111111111111,15,20
8,4,58.166666666666664,848.35,1081.888888888889,15,20
8,5,58.166666666666664,1131.1555555555556,1144.5555555555557,15,20
8,6,58.166666666666664,1413.9666666666667,1595.0555555555557,15,20
8,7,58.166666666666664,1696.7555555555555,2640.1111111111113,15,20
8,8,58.166666666666664,1979.561111111111,2711.9444444444443,15,20
8,9,58.166666666666664,2262.3555555555554,2713.6666666666665,15,20
8,10,58.166666666666664,2545.177777777778,2715.6111111111113,15,20
8,11,58.166666666666664,2827.9777777777776,2715.8333333333335,15,20
8,12,58.166666666666664,3110.777777777778,2717.4444444444443,15,20
8,13,58.166666666666664,3393.561111111111,2719.222222222222,15,20
8,14,58.166666666666664,3676.388888888889,2719.222222222222,15,20
8,15,58.166666666666664,3959.188888888889,2721.1111111111113,15,20
8,16,58.166666666666664,4241.988888888889,2722.9444444444443,15,20
8,17,58.166666666666664,4524.777777777778,2724.0,15,20
8,18,58.166666666666664,4807.594444444445,2725.9444444444443,15,20
8,19,58.166666666666664,5090.394444444444,2727.777777777778,15,20
8,20,58.166666666666664,5090.394444444444,2727.777777777778,15,20
9,1,53.666666666666664,0.0,0.0,15,20
9,2,53.666666666666664,276.6,576.0,15,20
9,3,53.666666666666664,553.2277777777778,1271.5,15,20
9,4,53.666666666666664,829.8666666666666,2316.6111111111113,15,20
9,5,53.666666666666664,1106.4944444444445,2318.3888888888887,15,20
9,6,53.666666666666664,1383.1444444444446,2319.5,15,20
9,7,53.666666666666664,1659.761111111111,2320.5,15,20
9,8,53.666666666666664,1936.4055555555556,2322.0555555555557,15,20
9,9,53.666666666666664,2213.0444444444447,2323.6111111111113,15,20
9,10,53.666666666666664,2489.688888888889,2325.3333333333335,15,20
9,11,53.666666666666664,2766.322222222222,2326.8888888888887,15,20
9,12,53.666666666666664,3042.95,2328.4444444444443,15,20
9,13,53.666666666666664,3319.577777777778,2330.0,15,20
9,14,53.666666666666664,3596.2222222222217,2330.0,15,20
9,15,53.666666666666664,3872.8666666666663,2330.0555555555557,15,20
9,16,53.666666666666664,4149.522222222222,2331.4444444444443,15,20
9,17,53.666666666666664,4426.138888888889,2332.9444444444443,15,20
9,18,53.666666666666664,4702.772222222222,2334.5555555555557,15,20
9,19,53.666666666666664,4979.416666666666,2334.722222222222,15,20
9,20,53.666666666666664,4979.416666666666,2334.722222222222,15,20
10,1,56.611111111111114,0.0,0.0,15,20
10,2,56.611111111111114,278.5,525.5555555555555,15,20
10,3,56.611111111111114,557.0333333333333,941.0555555555555,15,20
10,4,56.611111111111114,835.5944444444445,1420.0,15,20
10,5,56.611111111111114,1114.1277777777777,1714.5,15,20
10,6,56.611111111111114,1392.6777777777777,1978.1666666666667,15,20
10,7,56.611111111111114,1671.2333333333331,2489.277777777778,15,20
10,8,56.611111111111114,1949.7666666666669,2707.0,15,20
10,9,56.611111111111114,2228.311111111111,2922.722222222222,15,20
10,10,56.611111111111114,2506.883333333333,3454.4444444444443,15,20
10,11,56.611111111111114,2785.411111111111,3555.8333333333335,15,20
10,12,56.611111111111114,3063.972222222222,3990.0,15,20
10,13,56.611111111111114,3342.5055555555555,3995.5,15,20
10,14,56.611111111111114,3621.05,4142.166666666667,15,20
10,15,56.611111111111114,3899.611111111111,4281.888888888889,15,20
10,16,56.611111111111114,4178.161111111111,4281.888888888889,15,20
10,17,56.611111111111114,4456.7,4283.555555555556,15,20
10,18,56.611111111111114,4735.25,4304.111111111111,15,20
10,19,56.611111111111114,5013.811111111111,4305.888888888889,15,20
10,20,56.611111111111114,5013.811111111111,4305.888888888889,15,20
