Slice,Iteration,Step,Reward,Pe,Latency,Throughput,PTX,Bw
eMBB,1,81,-100,0.0025578651819671673,6.095939498443964,30.33378906601516,21,160.0
eMBB,1,82,-100,0.01829125723453067,5.316056022089441,85.88074065984019,22,160.0
eMBB,1,83,-100,0.0023777139397368626,5.282230016607773,22.65702041804466,22,320.0
eMBB,1,84,-100,0.022794573140994253,3.5000253603147424,63.90915714018554,22,160.0
eMBB,1,85,-100,0.029993371622409525,6.812612165284438,19.063282965631508,22,80.0
eMBB,1,86,-100,0.006403970182347892,3.5847803102866505,97.74464243156467,22,160.0
eMBB,1,87,-100,0.010230644850761793,5.113853741736864,19.00608807304061,22,160.0
eMBB,1,88,-100,0.015935343661229576,4.777984037604865,99.35436546358427,22,160.0
eMBB,1,89,-100,0.02615544569961174,7.687475451866603,85.63720928307599,22,160.0
eMBB,1,90,-100,0.026271922529420483,2.0885943228513844,46.260258585432155,21,160.0
eMBB,1,91,-100,0.001638677487736716,4.67153779388422,93.59810781177733,21,80.0
eMBB,1,92,-100,0.02653726083652417,8.85962675679528,74.17823142332892,21,160.0
eMBB,1,93,-100,0.003750654378696507,8.475344438927161,25.29685926568576,21,160.0
eMBB,1,94,-100,0.019163039599080823,8.128036842751964,49.617519935095544,21,320.0
eMBB,1,95,-100,0.02169618727714794,1.7273549315608925,53.94821080007545,21,320.0
eMBB,1,96,-100,0.015196602711887998,5.856565908419679,49.45856630185978,22,320.0
eMBB,1,97,-100,0.005279061070948244,3.2863259986817446,59.89298023330448,22,320.0
eMBB,1,98,-100,0.02458902857936944,4.557719122797373,21.85829235660569,21,320.0
eMBB,1,99,-100,0.006738712518065602,5.856448300709343,85.61018842276272,21,320.0
eMBB,1,100,-100,0.02792038210725077,4.5686879455438785,27.56672471847538,20,320.0
mMTC,1,1,-100,0.00996284161523038,3.4048098291430007,13.24833533645112,20,20
mMTC,1,2,-100,0.009386471069633253,5.100769833940388,38.6178097603264,20,20
mMTC,1,3,-100,0.02198723234399907,2.758483975707096,20.794651422107954,20,40
mMTC,1,4,-100,0.007091050056152608,8.358445430156827,12.45251131169781,20,20.0
mMTC,1,5,-100,0.026351792528946164,4.894907089127085,41.518184106930185,20,20.0
mMTC,1,6,-100,0.028355063975365975,5.186244391656559,25.76480236041653,21,20.0
mMTC,1,7,-100,0.005771417685919546,5.226899228738077,6.0705917724637075,20,20.0
mMTC,1,8,-100,0.012567171925050902,2.598739635674485,14.61299153947701,20,20.0
mMTC,1,9,-100,0.005715571224682116,8.546782224065065,5.173505365466909,20,20.0
mMTC,1,10,-19,0.000998128900173239,8.634817988647574,28.3056688682033,19,20.0
mMTC,1,11,-100,0.022102574600241096,4.288809175795264,9.125989360114755,19,10.0
mMTC,1,12,-100,0.008898327119322483,8.473635613838091,37.66030598665626,20,10.0
mMTC,1,13,-100,0.0068371394845844445,1.394438950127709,34.38437576802414,20,10.0
mMTC,1,14,-100,0.009340154204508426,7.901396195412638,15.438396431494363,21,10.0
mMTC,1,15,-100,0.0205295538942764,2.8196447457833296,47.51237153205777,21,20.0
mMTC,1,16,-100,0.016154752395328476,5.944357635166785,32.252257767106215,21,20.0
mMTC,1,17,-100,0.004898271355204186,5.704842661518988,35.342965099710604,22,20.0
mMTC,1,18,-100,0.024425545383970355,2.6673741468026924,32.83823419065209,22,10.0
mMTC,1,19,-100,0.025492191469186208,3.7104635922685736,39.743037373023526,22,10.0
mMTC,1,20,-100,0.014906630782204555,4.741550979817454,46.134593221841406,22,10.0
mMTC,1,21,-100,0.011089990690724118,4.0857687161791745,5.62602779165016,22,10.0
mMTC,1,22,-100,0.012940361324245291,2.8470789983950215,16.06296174349322,23,10.0
mMTC,1,23,-100,0.010325262921044806,3.0722472896182174,19.05563719092558,23,20.0
mMTC,1,24,-100,0.018493886625720546,8.192825091807613,45.52893962338081,24,20.0
mMTC,1,25,-100,0.006445479851487062,2.7043060665058656,33.49900930413739,23,20.0
mMTC,1,26,-100,0.00494541032823422,7.549578983754712,10.330130229645823,23,10.0
mMTC,1,27,-100,0.026908483133284217,9.395359648621382,25.09778355431272,23,5.0
mMTC,1,28,-100,0.022579396793420702,3.220512971665752,9.248766381235095,23,2.5
mMTC,1,29,-100,0.0009772845785254495,8.870246721317466,26.363981311993733,23,1.25
mMTC,1,30,-100,0.02682869375679996,8.145838351991358,38.71945678494612,23,1.25
mMTC,1,31,-100,0.015827753485548768,9.155590885516325,29.150962837581513,24,1.25
mMTC,1,32,-100,0.024668309079528997,6.683891645543998,6.534867654964294,24,1.25
mMTC,1,33,-100,0.012842227119177096,9.421429850602745,21.951568453439243,23,1.25
mMTC,1,34,-100,0.027760184398267045,2.768293009969818,29.767022815857032,23,1.25
mMTC,1,35,-100,0.02285060779927621,8.38067871916967,23.16136625154962,23,1.25
mMTC,1,36,-100,0.004664820699300527,1.7186266008558935,47.283453723410396,24,1.25
mMTC,1,37,-100,0.017679059523535667,1.9708786736760049,29.25627240143579,25,1.25
mMTC,1,38,-100,0.01901225533059412,5.415878527982196,43.29710586963013,24,1.25
mMTC,1,39,-100,0.01882209007357521,3.5254254521994337,38.63753004352021,24,0.625
mMTC,1,40,-100,0.022294403819310995,6.563014194695823,28.471585662459226,25,0.625
mMTC,1,41,-100,0.021324893018932842,6.765746795676918,28.658127162893447,25,0.625
mMTC,1,42,-100,0.02802961926303462,2.3693814321880735,47.4917270544918,25,0.625
mMTC,1,43,-100,0.010907489232874686,1.0623585498917123,23.915225885582394,24,0.625
mMTC,1,44,-100,0.010911158007333874,1.399610797631572,25.48374537343389,24,1.25
mMTC,1,45,-100,0.014003301545790539,7.054485662660164,5.051272985179811,23,1.25
mMTC,1,46,-100,0.010766882255034865,3.1586813351380663,9.117369215103952,23,1.25
mMTC,1,47,-100,0.006224291449855318,5.701551124288969,27.994766332250652,23,2.5
mMTC,1,48,-100,0.016920880327843807,4.760793803644864,31.18663973857465,22,2.5
mMTC,1,49,-100,0.011154836862257218,3.769549616947363,34.45130030998046,22,5.0
mMTC,1,50,-100,0.005494272848285809,2.3930626073184538,22.23436161282821,22,5.0
mMTC,1,51,-100,0.0237499986102206,3.28492355438434,15.809164184935161,22,10.0
mMTC,1,52,-100,0.02530579828315935,1.580456837598582,43.000605965159,22,10.0
mMTC,1,53,-100,0.013907320007810222,8.80875855823041,41.177246539525385,22,10.0
mMTC,1,54,-100,0.0041149546078510305,8.691526129425561,25.020746120062178,22,20.0
mMTC,1,55,-100,0.00938237151770531,4.343992352637592,17.488217381729964,22,20.0
mMTC,1,56,-100,0.029728587226392867,4.087983107176454,46.31614165562097,22,20.0
mMTC,1,57,-100,0.023113585895778683,4.753382593671328,19.174775009633574,22,40.0
mMTC,1,58,-100,0.012029645701432725,8.594536635262099,22.648638468421534,22,80.0
mMTC,1,59,-100,0.008014463794276925,7.4406874889341905,34.49885269715017,22,40.0
mMTC,1,60,-100,0.026864802849597958,7.293762425822461,41.256351765357586,22,20.0
mMTC,1,61,-100,0.020003206666752076,8.582598756990414,7.269291006266256,21,20.0
mMTC,1,62,-100,0.022892726140745737,3.1954239343656896,30.15275213888536,22,20.0
mMTC,1,63,-100,0.01685958417665305,7.776663619893938,9.268296127444124,21,20.0
mMTC,1,64,-100,0.011264946599337909,5.479399570294658,43.99471858476839,20,20.0
mMTC,1,65,-100,0.018003803894916383,4.855324255029584,18.2697577648389,21,20.0
mMTC,1,66,-100,0.0006873420143899031,4.197719310325949,14.576319421364284,21,20.0
mMTC,1,67,-100,0.020936150922774694,9.691703756329742,13.10609900014369,22,20.0
mMTC,1,68,-100,0.00763779231337796,2.6962318935294074,31.43761082109487,22,20.0
mMTC,1,69,-100,0.011709425969116482,1.5045611698763008,24.216337876712373,22,10.0
mMTC,1,70,-100,0.028699499635664035,1.833434934789774,10.856784584919483,22,10.0
mMTC,1,71,-100,0.0029077623874733697,5.084826281973745,22.940916794815326,23,10.0
mMTC,1,72,-100,0.01085406122114417,9.884755571949087,5.714271188439156,23,10.0
mMTC,1,73,-100,0.004242873595047911,4.912367416778574,49.21212608511088,23,10.0
mMTC,1,74,-100,0.0043948628032752235,7.01400732629384,15.953809583972744,23,5.0
mMTC,1,75,-100,0.006873989178118933,2.613075716320691,47.28399028143245,23,5.0
mMTC,1,76,-100,0.004642016565195764,7.837659582663602,39.14137134067759,23,5.0
mMTC,1,77,-100,0.018064438442080246,9.364036917317343,39.851403982209355,23,2.5
mMTC,1,78,-100,0.016846403360001923,4.790811938206009,29.642723326210483,23,2.5
mMTC,1,79,-100,0.023306791709271548,5.586398975131132,25.472728653950227,22,2.5
mMTC,1,80,-100,0.0013540288800079773,9.889828652350676,31.313930489155027,22,1.25
mMTC,1,81,-100,0.02498103316545544,2.0484029852895174,20.758220344056404,23,1.25
mMTC,1,82,-100,0.02888095173746063,8.46136914425864,6.6963799861166216,23,2.5
mMTC,1,83,-100,0.005028635887446179,4.3988432893870115,34.00486004190637,24,2.5
mMTC,1,84,-100,0.009778254619349514,7.329234986217428,23.162523530516737,25,2.5
mMTC,1,85,-100,0.015776086519169816,2.701964725552281,33.49225854707322,25,5.0
mMTC,1,86,-100,0.006344233460967104,9.957419597683316,33.89458943441028,25,5.0
mMTC,1,87,-100,0.024269777141590315,7.490744090494166,29.338608343764054,25,2.5
mMTC,1,88,-100,0.005178836968216463,8.275255346419884,49.23047508655476,24,2.5
mMTC,1,89,-100,0.01517570896711391,6.468224870767472,48.95897493036304,25,2.5
mMTC,1,90,-100,0.00207015257391669,4.9578347850095845,8.852886993181869,25,2.5
mMTC,1,91,-100,0.001137457256247938,4.543714637066256,14.580090723756777,26,2.5
mMTC,1,92,-100,0.02913815669579412,5.393001048588372,48.16089380862251,25,2.5
mMTC,1,93,-100,0.025733924136569965,2.8288784352033707,26.71931718954222,26,2.5
mMTC,1,94,-100,0.027886657313990402,4.7710824089355555,36.415326766924125,27,2.5
mMTC,1,95,-100,0.006817688773308376,4.233381417616904,12.997678128902054,27,2.5
mMTC,1,96,-100,0.004511838178000877,4.900027585973447,25.48803575088601,28,2.5
mMTC,1,97,-100,0.007446289548211854,4.499547664999837,34.46003460529298,28,2.5
mMTC,1,98,-100,0.024293364076729246,9.650840201192617,37.6685604410126,29,2.5
mMTC,1,99,-100,0.026155896595277436,4.582709014300514,27.939897763713667,29,1.25
mMTC,1,100,-100,0.012765240796614372,4.915884554033648,30.66743552070217,28,1.25
URLLC,1,1,-100,0.007196899413612278,6.785328723449315,26.51759351329778,20,20
URLLC,1,2,-100,0.028576335014793598,5.541064359143484,33.987016341178744,20,10.0
URLLC,1,3,-100,0.014324547819454799,4.147742712928453,38.67826896449546,20,5.0
URLLC,1,4,-100,0.010184648848987865,8.535339576468912,21.075421673327728,20,2.5
URLLC,1,5,-100,0.001174831560460084,2.491912469487855,39.099501922852525,21,2.5
URLLC,1,6,-100,0.025811333544020487,9.436822364621788,31.423710163231732,21,5.0
URLLC,1,7,-100,0.0042161299199113276,7.927193034681583,33.907284225618056,21,2.5
URLLC,1,8,-100,0.0017986751105932642,7.230437741993238,31.04997417309822,21,2.5
URLLC,1,9,-100,0.01137975551984821,4.469298786638345,37.34928082363098,21,2.5
URLLC,1,10,-100,0.005734888107639056,2.870904639422388,33.73220540947656,21,5.0
URLLC,1,11,-100,0.022255413588318115,5.149529715572368,26.379679112254166,20,5.0
URLLC,1,12,-100,0.0010541280746636547,6.608859544366496,21.25630307977312,20,10.0
URLLC,1,13,-100,0.029782711488312352,7.553085928120979,23.489577956204148,20,20.0
URLLC,1,14,-100,0.024493576101379592,3.608169759765684,27.67434629888629,20,40.0
URLLC,1,15,-100,0.029699934258753967,8.945382518734647,36.900066119862196,20,40.0
URLLC,1,16,-100,0.007779639905031544,2.431647943691659,23.050364172829596,20,20.0
URLLC,1,17,-100,0.006503210565882952,5.276887331194942,36.49828725338881,20,20.0
URLLC,1,18,-100,0.0020591257057066513,2.7250543837245904,39.05548800991784,20,40.0
URLLC,1,19,-100,0.02751811005201795,5.8101853263206324,28.83068266334391,20,40.0
URLLC,1,20,-100,0.0017149344226754604,1.54172155001502,34.195125821956594,21,40.0
URLLC,1,21,-100,0.012984399376748128,2.02692144098269,39.90976593331316,21,40.0
URLLC,1,22,-100,0.0009675136196309417,6.169424054374288,36.23708257856667,21,80.0
URLLC,1,23,-100,0.01840653520529691,2.3168467467098646,21.18452787324278,21,80.0
URLLC,1,24,-100,0.021783124096567092,7.357507288730896,34.028735665563026,21,80.0
URLLC,1,25,-100,0.002157024090061612,7.330410083261124,39.24928569542067,20,80.0
URLLC,1,26,-100,0.008711957617350888,1.2375898501776952,27.96354125768113,20,40.0
URLLC,1,27,-100,0.0203086242649116,7.621538861590966,30.39690448092498,20,20.0
URLLC,1,28,-100,0.006781629451518466,4.689219571904912,35.653872267648936,20,40.0
URLLC,1,29,-100,0.029647285741835852,4.51333914247634,30.81821550746305,20,80.0
URLLC,1,30,-100,0.019588334836710606,5.748462389618224,38.299463067506736,20,80.0
URLLC,1,31,-100,0.005973690880662845,8.312939504711009,37.84591528083386,20,80.0
URLLC,1,32,-100,0.009023754898196656,3.619614515903117,32.140448149287835,19,80.0
URLLC,1,33,-100,0.026911673653645572,1.206255356377095,39.788232212631584,19,80.0
URLLC,1,34,-100,0.017020959810450972,6.159685544067292,28.812281124948218,19,160.0
URLLC,1,35,-100,0.0201292058420771,3.674107376183523,22.904735643952097,20,160.0
URLLC,1,36,-100,0.022353909554478607,1.2494313683337985,31.871449798033698,20,160.0
URLLC,1,37,-100,0.014639476075181984,1.2629749199433737,21.855217409481607,20,160.0
URLLC,1,38,-100,0.013232610922504334,1.9672552150254972,20.00437130522529,20,320.0
URLLC,1,39,-100,0.02534739184339589,7.89264037339436,39.58797571159904,20,320.0
URLLC,1,40,-100,0.02056805927590802,6.60592143467197,37.1941489980227,20,640.0
URLLC,1,41,-100,0.004298626544373093,1.2726798950499532,35.170431237277015,20,1280.0
URLLC,1,42,-100,0.01856268604524681,6.122939223546508,37.707669790207405,19,1280.0
URLLC,1,43,-100,0.0020031734365449725,5.985079781974026,32.6481145744022,20,1280.0
URLLC,1,44,-100,0.009320253095177408,9.900056851663011,30.61481407146845,19,1280.0
URLLC,1,45,-100,0.019432223237890445,2.345254947542113,35.04602336253383,19,2560.0
URLLC,1,46,-100,0.028934915871769676,7.740269652583323,27.188323777342063,19,2560.0
URLLC,1,47,-100,0.005992144391020941,1.551570789421003,31.69308776527095,19,5120.0
URLLC,1,48,21.611818447682232,0.000647005667223313,4.627097911361759,38.10433065867643,19,10240.0
URLLC,1,49,-100,0.0027906587149877553,1.2403737355600981,27.03923003394249,19,5120.0
URLLC,1,50,-100,0.025557890974037163,5.582737695146202,35.24209947220214,19,10240.0
URLLC,1,51,-100,0.026687122930941925,8.439046868005356,31.056285661135945,19,20480.0
URLLC,1,52,-100,0.002213190472168426,1.093410892179088,32.482717973943664,19,20480.0
URLLC,1,53,-100,0.020247329916947474,4.982360962444841,30.35636685631682,19,40960.0
URLLC,1,54,-100,0.01697903549414968,7.065653019155465,38.724040405061,19,81920.0
URLLC,1,55,-100,0.0032463624467002584,2.657470649836977,23.900980155261315,19,40960.0
URLLC,1,56,-100,0.015312450126217281,1.6877346565047648,30.03841227693217,19,40960.0
URLLC,1,57,-100,0.019336033527870153,2.8196143081220253,33.634402412529255,19,40960.0
URLLC,1,58,-100,0.0027327279860173744,3.683386981064667,34.55180506524433,19,40960.0
URLLC,1,59,-100,0.029074980586170276,9.078563927289286,33.483734677480626,19,40960.0
URLLC,1,60,-100,0.004862475326326381,9.591028651744187,29.123905294525855,19,40960.0
URLLC,1,61,-100,0.0224847930158086,5.061885617277792,39.021434436388276,18,40960.0
URLLC,1,62,-100,0.029710206406345703,2.4243522076375545,32.25360881268966,18,81920.0
URLLC,1,63,-100,0.008062791355193747,7.03373393657172,37.25766700226997,18,163840.0
URLLC,1,64,-100,0.0005591017042432431,6.448020177495727,35.42989659596155,18,81920.0
URLLC,1,65,-100,0.002195928232909742,7.4741420079911,34.55522096628931,18,40960.0
URLLC,1,66,-100,0.011223083304936968,6.9288314934899065,25.254208044032723,18,20480.0
URLLC,1,67,-100,0.0255765128226532,5.052102351380777,26.09272790890271,19,20480.0
URLLC,1,68,49.62946417522011,0.0008865003994114733,2.014932090480433,31.14785817566878,19,20480.0
URLLC,1,69,-100,0.016868145827338255,3.6842218536076614,38.57331438792189,20,20480.0
URLLC,1,70,-100,0.01593303266330602,2.2276564065002793,34.57019335837836,21,20480.0
URLLC,1,71,-100,0.01973879512925619,2.5845414913293387,27.190678495637258,21,10240.0
URLLC,1,72,-100,0.017123210630203722,7.609789175337983,21.276423347039216,21,10240.0
URLLC,1,73,-100,0.001385026394654468,4.763302778951289,26.641974962728508,22,10240.0
URLLC,1,74,-100,0.011039621834026729,1.7479509768067334,30.09170894139881,22,10240.0
URLLC,1,75,-100,0.01631802708184261,8.273623639032653,33.44697311425128,22,10240.0
URLLC,1,76,-100,0.0021987724258412692,4.344792670536812,22.59204431257455,23,10240.0
URLLC,1,77,-100,0.011804616065165145,1.4040996638487777,20.9256983475632,23,20480.0
URLLC,1,78,-100,0.019457330289072858,8.992582690896974,35.91238004889195,22,20480.0
URLLC,1,79,-100,0.028742439460708768,2.634354473359559,36.678455508427945,22,10240.0
URLLC,1,80,-100,0.011899162025307228,9.871604412781126,37.14479403392674,21,10240.0
URLLC,1,81,-100,0.013595308246292067,9.872239558972087,20.194443370898718,21,5120.0
URLLC,1,82,-100,0.019854040009667208,2.3773667016111304,28.314639772320717,21,5120.0
URLLC,1,83,-100,0.028614459286470294,1.158071009051079,27.542686185312967,22,5120.0
URLLC,1,84,-100,0.005117573328573603,7.877835449541049,25.251165877861972,23,5120.0
URLLC,1,85,-100,0.004775492662870034,4.6319600505402745,24.32822298832125,24,5120.0
URLLC,1,86,-100,0.00732215792917185,4.023103942834739,21.75936231464441,24,2560.0
URLLC,1,87,-100,0.009607336508201825,2.4188568678597635,24.742864990082808,24,5120.0
URLLC,1,88,-100,0.0056875139437465114,8.430584526048381,22.53116083737211,24,2560.0
URLLC,1,89,-100,0.0037613964860793753,2.9812293580961,20.48495141474136,23,2560.0
URLLC,1,90,-100,0.01750675050884854,3.836942780441841,33.195850057755784,23,1280.0
URLLC,1,91,-100,0.017160410824921687,8.190760626814221,37.0903505760498,23,1280.0
URLLC,1,92,-100,0.029307799331146706,7.704376251875619,26.809748159213655,23,1280.0
URLLC,1,93,-100,0.020169955434655676,5.62344426032259,35.11926336559418,22,1280.0
URLLC,1,94,-100,0.0073309482614724465,6.344978834757861,30.333974062511906,21,1280.0
URLLC,1,95,-100,0.0139944642457484,9.998569197500586,33.371279512357205,20,1280.0
URLLC,1,96,-100,0.004264228661833866,2.833117373121627,26.83061759725596,21,1280.0
URLLC,1,97,-100,0.029396261980908545,9.239688610259991,35.29679386327882,22,1280.0
URLLC,1,98,-100,0.020843024193281122,5.347928956042892,39.00224907424575,22,640.0
URLLC,1,99,-100,0.01900044918127902,8.332107070873553,33.074235502014716,22,640.0
URLLC,1,100,-100,0.02116518525284905,9.929584770578504,38.174279657674866,23,640.0
