Iteration,Step,Reward,Pe,Latency,Throughput,PTX,Bw
1,1,-19,0.015817792747820962,6.709002065098698,59.56722833813602,19,20
1,2,-20,0.019743562262428852,2.48217517806812,99.00299223852963,20,20
1,3,-20,0.012528012959346604,6.248858411005279,91.20187127360026,20,40
1,4,-19,0.0035361571790154126,2.715475538292847,76.2317902334001,19,40
1,5,-100,0.02263702097793423,4.601385803741074,64.72871962973905,19,80
1,6,-19,0.007632756491059595,7.086747118297058,61.52070996699669,19,160
1,7,-19,0.012420663920229077,2.368051341700598,93.70787918612916,19,320
1,8,-19,0.0050938565214563355,3.2327260186299513,54.53834937528218,19,160.0
1,9,-20,0.016247815643791404,5.456614099348688,50.90663388255798,20,160.0
1,10,-100,0.020769260632681457,5.0476740775432285,57.42307214676764,20,320.0
1,11,-20,0.005565385234760379,4.426265154232426,76.02079377560106,20,640.0
1,12,-20,0.002474226309426051,2.2861789339300933,55.43716309323993,20,1280.0
1,13,-21,0.012863095024392899,7.838746855046023,65.05762638716004,21,1280.0
1,14,-21,0.006413550118376838,8.981394309228863,58.22319095770368,21,2560.0
1,15,-100,0.02772513233116645,2.1650149168911677,94.01446505278008,21,5120.0
1,16,-21,0.008376040970500459,5.163336337183015,56.85352335425391,21,2560.0
1,17,-22,0.0010476678690692289,8.452673322955839,66.71377915775471,22,2560.0
1,18,-23,0.016653674016914748,8.731003454826725,78.2500419423123,23,2560.0
1,19,-100,0.023964023582014788,7.401534998136185,94.8700302402437,23,1280.0
1,20,-24,0.017816316753111423,3.0022636056895746,65.11252180918787,24,1280.0
1,21,-24,0.0017505981091059967,3.570332547057278,96.84418533138833,24,2560.0
1,22,-24,0.0022676863243977245,4.084275130842601,98.0170645064342,24,1280.0
1,23,-23,0.0072649177602979904,3.716722538167298,61.052444528123964,23,1280.0
1,24,-23,0.01032938322064818,1.3675101202518452,60.11239596679616,23,640.0
1,25,-100,0.020397025241487527,9.449116685770349,90.0521271344813,24,640.0
1,26,-23,0.011613046721464744,2.392326859609601,80.12981683866721,23,640.0
1,27,-100,0.023557498145755505,6.811293640723963,52.87540773640724,24,640.0
1,28,-25,0.0051108124817976705,9.389793215867504,91.0742530803213,25,640.0
1,29,-25,0.0018415795421224954,2.763724943811379,79.68399378754947,25,1280.0
1,30,-26,0.019100630014402487,7.3285723717732125,85.08549730655791,26,1280.0
1,31,-100,0.02665881502897138,8.650802858386191,58.02346510720207,26,2560.0
1,32,-25,0.012686015001422532,1.69937486615418,96.63535437211695,25,2560.0
1,33,-100,0.025832323272440255,1.598651713287393,81.58895346269769,25,1280.0
1,34,-26,0.006936517991948648,4.648571076860879,82.23670449821745,26,1280.0
1,35,-25,0.012317006487094077,9.385833490242664,65.90483942634016,25,1280.0
1,36,-100,0.02740347474434897,6.444340076797878,53.19826907799059,25,640.0
1,37,-24,0.0017029469031689113,8.202776549023444,99.07642758725991,24,640.0
1,38,-23,0.0022287240460169633,9.847833992481524,58.033724072018146,23,640.0
1,39,-23,0.0162038884506309,8.841170791659387,58.22139766511402,23,320.0
1,40,-100,0.02956767008461643,5.859402185354803,56.244941413347846,23,640.0
1,41,-24,0.009993174781722883,1.0741771050655642,50.53715885931673,24,640.0
1,42,-100,0.02309576409716884,5.17520861305999,74.01408071729213,24,1280.0
1,43,-25,0.010170328025984728,5.467093905525025,51.534789663554406,25,1280.0
1,44,-100,0.025832822287427476,5.579061407878609,78.80586220402581,25,2560.0
1,45,-100,0.022561830135716436,4.627372340848197,71.00970974701684,25,5120.0
1,46,-24,0.01887593408161651,3.357047427053734,58.735312272138486,24,5120.0
1,47,-100,0.021282946016983044,5.150874641832035,92.90027908142298,24,2560.0
1,48,-24,0.010640405791683665,8.497625443342994,95.47699311346807,24,1280.0
1,49,-23,0.0011992360898931873,9.5832488298831,72.67269107838072,23,1280.0
1,50,-22,0.008889213945883438,5.760436128558838,56.83638456209982,22,1280.0
1,51,-23,0.010694214282209053,3.369644743128837,88.21573975185262,23,1280.0
1,52,-24,0.014171358820634038,5.368817166786574,99.97339097672656,24,1280.0
1,53,-24,0.013380664046770999,4.679757699114158,99.78360848580925,24,640.0
1,54,-23,0.007091058419382618,9.059680327625626,56.153676547994905,23,640.0
1,55,-100,0.02026547232908377,1.7477074243567856,80.60600439441455,24,640.0
1,56,-24,0.00828782698119036,6.015830236830399,50.67341898119126,24,1280.0
1,57,-100,0.0236339971166112,4.457308688464414,87.92289173851495,23,1280.0
1,58,-100,0.024996163215972526,7.06618003262718,80.08282793226752,22,1280.0
1,59,-22,0.0005587803074829489,5.44429528643166,88.26020797942385,22,640.0
1,60,-22,0.00689261505924527,1.0766378969357646,65.29516891153031,22,1280.0
1,61,-22,0.0051193756069598875,9.91329095178126,69.15981712701351,22,2560.0
1,62,-21,0.016046493133721515,6.409231670229473,70.80149917937702,21,2560.0
1,63,-22,0.0040236081007475845,4.979756090629349,53.97549726895386,22,2560.0
1,64,-100,0.025888903532694556,2.2518144645445686,94.44683665076819,21,2560.0
1,65,-100,0.025995624220858493,6.26694162613212,94.42730770247763,21,1280.0
1,66,-100,0.020060364284146807,7.991404547611487,74.63110515369395,22,1280.0
1,67,-23,0.0007420935648885276,3.449002770248936,62.55272867638845,23,1280.0
1,68,-23,0.015490068996689022,2.580050480062888,66.60304847660697,23,640.0
1,69,-23,0.009992972544588615,4.691529547667216,99.47001571405272,23,1280.0
1,70,-100,0.02036226964500261,3.8122988680081926,76.17236759675343,23,2560.0
1,71,-23,0.015178414139268495,9.3924575994424,83.81561445117265,23,1280.0
1,72,-22,0.003541693803432182,1.2369196497912962,74.9830808525769,22,1280.0
1,73,-100,0.029846014976398907,4.031218379960509,73.72023620886387,23,1280.0
1,74,-24,0.015404715824562251,4.7836602052354955,89.09954995647186,24,1280.0
1,75,-23,0.001424237013548795,7.705988472412862,82.70475906952277,23,1280.0
1,76,-22,0.011036825799209846,3.978963281397685,66.53207071218239,22,1280.0
1,77,-22,0.00992914827540656,1.6110144271621998,94.90107404278302,22,2560.0
1,78,-21,0.018325080905684334,6.410898358834943,66.68589457540182,21,2560.0
1,79,-100,0.021160446087585688,6.412367618063114,63.1314400947394,20,2560.0
1,80,-21,0.014388814419941385,9.40119730802362,81.52197275291043,21,2560.0
1,81,-21,0.017696219978408815,6.501205405121472,88.78311725850358,21,5120.0
1,82,-100,0.020862802889754947,6.656877960565045,64.63836575274121,21,2560.0
1,83,-21,0.004955891851847586,5.8692028766862006,95.80794475034776,21,1280.0
1,84,-21,0.006514170464789,3.6363403230051636,65.03595503402283,21,2560.0
1,85,-22,0.008417245975340857,7.378973679564987,54.98664925337615,22,2560.0
1,86,-22,0.012469820323857548,8.581029152289418,88.23784285208768,22,5120.0
1,87,-21,0.01804337140609786,9.529548606224179,96.1912272908962,21,5120.0
