1,1,2.0,[0.0, 0.0, 0.0, 0.0, 0.0, 0.0],[0, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0],42,80,800,5,20
1,2,3.0,[444.0, 252.0, 339.0, 440.0, 383.0, 155.0],[7897, 7303, 7048, 8406, 7133, 7557],[1620, 510, 570, 1050, 900, 535],42,80,800,5,20
1,3,4.0,[444.0, 252.0, 339.0, 666.0, 655.0, 155.0],[15794, 14606, 14096, 16813, 14266, 15115],[1620, 510, 570, 4223, 3863, 535],42,80,800,5,20
1,4,5.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[23692, 21909, 21144, 25220, 21399, 22673],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,5,6.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[31589, 29212, 28193, 33627, 28532, 30231],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,6,7.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[39487, 36515, 35241, 42034, 35665, 37788],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,7,8.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[47384, 43818, 42289, 50441, 42799, 45346],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,8,9.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[55282, 51121, 49337, 58848, 49932, 52904],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,9,10.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[63179, 58424, 56386, 67255, 57065, 60462],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,10,11.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[71077, 65727, 63434, 75662, 64198, 68020],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,11,12.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[78974, 73030, 70482, 84069, 71331, 75577],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,12,13.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[86872, 80333, 77530, 92476, 78464, 83135],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,13,14.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[94769, 87636, 84579, 100883, 85598, 90693],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,14,15.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[102666, 94939, 91627, 109290, 92731, 98251],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,15,16.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[110564, 102242, 98675, 117697, 99864, 105808],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,16,17.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[118461, 109545, 105723, 126104, 106997, 113366],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,17,18.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[126359, 116848, 112772, 134511, 114130, 120924],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,18,19.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[134256, 124151, 119820, 142918, 121263, 128482],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,19,20.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[142154, 131454, 126868, 151325, 128397, 136040],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
1,20,21.0,[444.0, 252.0, 339.0, 666.0, 674.0, 155.0],[142154, 131454, 126868, 151325, 128397, 136040],[1620, 510, 570, 4223, 8924, 535],42,80,800,5,20
